,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
196655,1.01e+18,1,8/1/2012,Superhost,17,I Centro Storico,1,1,Entire home,2,169.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,Roma,Early Spring,1,private,"41.9076843, 12.4646902",3/15/2024
161893,48168911.0,6,6/17/2018,Host,2,I Centro Storico,6,3,Entire home,6,279.0,16,4.69,4.88,4.69,4.69,5.0,4.88,4.63,0.75,Roma,Early Winter,2,private,"41.89072, 12.46943",12/15/2024
267392,46194163.0,40,8/29/2018,Superhost,1,San Polo,2,2,Entire home,4,196.0,47,4.94,4.96,4.91,4.83,4.98,4.87,4.85,2.05,Venezia,Early Spring,2,private,"45.43764, 12.32989",3/15/2024
116820,1.21e+18,2,4/29/2015,Host,1,GUASTALLA,1,1,Entire home,2,157.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.18,Milano,Early Autumn,1,private,"45.4564853, 9.1953418",9/15/2024
222226,1.05e+18,1,12/16/2023,Host,1,I Centro Storico,5,2,Entire home,5,200.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18,Roma,Early Summer,2,private,"41.906699, 12.4464635",6/15/2024
141832,27888626.0,2,4/27/2013,Host,2,San Lorenzo,2,1,Entire home,2,81.0,62,4.89,4.95,4.84,4.92,4.95,4.89,4.79,0.84,Napoli,Early Autumn,1,private,"40.85574, 14.25956",9/15/2024
31170,2402944.0,0,2/16/2014,Host,1,Campo di Marte,1,1,Entire home,2,60.0,9,4.67,4.67,4.78,4.78,4.78,4.56,4.33,0.08,Firenze,Early Autumn,1,private,"43.78042, 11.31549",9/15/2024
90836,8.58e+17,16,11/3/2014,Host,1,BUENOS AIRES - VENEZIA,2,1,Entire home,3,100.0,23,4.57,4.74,4.78,4.09,4.91,4.74,4.57,1.6,Milano,Early Summer,1,private,"45.4794847, 9.2038624",6/15/2024
258609,5.6e+17,1,11/24/2011,Superhost,38,Cannaregio,1,1,Entire home,2,152.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.14,Venezia,Early Winter,1,private,"45.44124, 12.33703",12/15/2024
107695,7.55e+17,13,2/22/2016,Superhost,2,GIAMBELLINO,3,1,Entire home,4,96.0,20,4.75,4.9,4.65,4.8,4.85,4.75,4.9,0.94,Milano,Early Autumn,1,private,"45.452185, 9.1509268",9/15/2024
132610,5541434.0,24,2/1/2015,Host,2,Vomero,7,3,Entire home,10,140.0,139,4.94,4.96,4.91,5.0,5.0,4.92,4.91,1.24,Napoli,Early Summer,2,private,"40.84754, 14.23216",6/15/2024
251168,1.14e+18,25,4/21/2024,Superhost,5,VII San Giovanni/Cinecittà,1,1,Private room,2,81.0,25,4.88,4.92,4.88,4.96,5.0,4.72,4.56,5.47,Roma,Early Autumn,1,private,"41.87371, 12.52702",9/15/2024
259665,8.46e+17,7,8/8/2016,Host,12,Pellestrina,2,1,Entire home,4,84.0,7,3.86,3.86,4.14,4.29,4.14,4.43,3.71,0.86,Venezia,Early Winter,1,private,"45.2729997415479, 12.30181135191398",12/15/2024
321,981019.0,26,3/8/2013,Superhost,1,Centro Storico,1,1,Entire home,2,100.0,185,4.81,4.89,4.84,4.91,4.92,4.94,4.76,1.48,Firenze,Early Winter,1,private,"43.76766, 11.25167",12/15/2024
103225,40745343.0,3,12/11/2019,Host,1,CENTRALE,2,0,Entire home,2,149.0,3,4.33,4.67,4.33,4.33,4.67,4.0,3.67,0.25,Milano,Early Autumn,1,private,"45.48854, 9.20508",9/15/2024
86836,5.81e+17,24,3/12/2022,Superhost,1,GIAMBELLINO,0,1,Entire home,4,68.0,71,4.79,4.82,4.82,4.92,4.92,4.73,4.76,2.67,Milano,Early Summer,1,private,"45.454758, 9.151916",6/15/2024
104788,51844089.0,1,9/6/2012,Host,15,LORETO,2,1,Private room,2,93.0,11,4.91,4.91,4.73,4.64,5.0,4.64,4.64,0.39,Milano,Early Autumn,1,shared,"45.49234, 9.21501",9/15/2024
126749,33150281.0,0,11/17/2016,Superhost,7,San Lorenzo,2,1,Entire home,3,90.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.02,Napoli,Early Spring,1,private,"40.85111, 14.25798",3/15/2024
269146,15998541.0,0,11/16/2016,Host,3,San Polo,2,2,Entire home,5,180.5,107,4.39,4.6,4.6,4.77,4.81,4.89,4.45,1.18,Venezia,Early Summer,2,private,"45.43784, 12.33393",6/15/2024
255902,23318035.0,14,2/15/2018,Host,4,San Marco,1,1,Entire home,2,85.0,111,4.35,4.59,4.67,4.76,4.78,4.94,4.38,1.6,Venezia,Early Winter,1,private,"45.43491, 12.33245",12/15/2024
161242,44516845.0,2,6/24/2019,Host,57,II Parioli/Nomentano,1,1,Private room,1,25.0,3,3.33,3.67,4.33,3.33,4.0,4.0,3.33,0.11,Roma,Early Winter,3,shared,"41.92795, 12.50722",12/15/2024
73229,1.09e+18,2,5/23/2014,Host,1,TIBALDI,0,1,Private room,2,62.0,2,5.0,4.5,4.5,5.0,5.0,5.0,5.0,2.0,Milano,Early Spring,1,private,"45.43946035114614, 9.181677885353563",3/15/2024
174024,1275095.0,51,6/16/2013,Superhost,5,XI Arvalia/Portuense,1,1,Private room,2,48.0,96,4.84,4.85,4.8,4.91,4.92,4.57,4.72,1.67,Roma,Early Spring,1,private,"41.86597, 12.47515",3/15/2024
56599,8.52e+17,90,6/2/2016,Superhost,18,DUOMO,1,1,Entire home,2,97.0,90,5.0,4.98,5.0,4.97,5.0,5.0,4.9,10.0,Milano,Early Winter,1,private,"45.462885950397705, 9.195936764199912",12/15/2024
129378,1.09e+18,1,2/18/2024,Host,1,San Lorenzo,0,1,Entire home,2,52.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Napoli,Early Spring,1,private,"40.8520792, 14.2570819",3/15/2024
91440,8.71e+17,0,6/7/2016,Host,13,CENTRALE,2,1,Private room,2,250.0,1,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.08,Milano,Early Summer,1,private,"45.48528357868046, 9.20914049169166",6/15/2024
279096,51405464.0,9,2/22/2017,Host,13,San Marco,4,3,Entire home,6,671.0,49,4.69,4.69,4.78,4.84,4.73,4.96,4.65,1.38,Venezia,Early Autumn,2,private,"45.43577575683594, 12.33403491973877",9/15/2024
74946,7.35e+17,4,9/24/2013,Host,353,DERGANO,3,2,Entire home,5,120.0,14,4.36,4.71,4.64,4.71,4.14,4.29,4.21,0.82,Milano,Early Spring,1,private,"45.49796, 9.18654",3/15/2024
92905,9.61e+17,43,8/3/2021,Superhost,2,VILLAPIZZONE,0,1,Entire home,2,76.0,43,4.93,4.95,4.83,5.0,5.0,4.36,4.83,4.37,Milano,Early Summer,1,private,"45.49747, 9.1325",6/15/2024
281878,1.19e+18,1,6/23/2024,Host,3,Piave 1860,1,1,Private room,2,45.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.64,Venezia,Early Autumn,2,shared,"45.48713, 12.23876",9/15/2024
72938,47913305.0,13,10/20/2020,Host,6,XXII MARZO,1,1,Private room,1,99.0,40,4.93,4.9,4.83,4.83,4.83,4.75,4.83,1.21,Milano,Early Spring,1,private,"45.46759, 9.21032",3/15/2024
86837,5.81e+17,29,1/4/2015,Superhost,6,BRERA,1,1,Entire home,2,178.0,74,4.84,4.86,4.88,4.88,4.97,4.99,4.77,2.73,Milano,Early Summer,1,private,"45.47163, 9.185014",6/15/2024
255663,21207640.0,0,7/16/2017,Host,1,Bissuola,2,1,Entire home,3,35.0,129,4.85,4.94,4.88,4.97,4.98,4.71,4.87,1.76,Venezia,Early Winter,1,private,"45.49386, 12.2606",12/15/2024
107503,7.43e+17,0,2/13/2015,Host,564,BRERA,1,1,Entire home,2,258.0,3,3.33,4.0,4.33,4.33,4.0,4.0,3.33,0.19,Milano,Early Autumn,1,private,"45.4780832, 9.1896994",9/15/2024
80690,10219349.0,2,1/29/2015,Superhost,4,BANDE NERE,1,1,Private room,1,39.0,13,4.46,4.46,4.77,4.69,4.62,4.46,4.46,0.13,Milano,Early Summer,1,private,"45.46668, 9.13378",6/15/2024
76336,41039318.0,0,8/28/2018,Host,2,BICOCCA,2,1,Entire home,2,250.0,4,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.08,Milano,Early Spring,1,private,"45.5165, 9.21098",3/15/2024
59744,9.71e+17,7,4/12/2019,Host,3,VIGENTINA,1,1,Entire home,2,135.0,7,5.0,5.0,4.86,5.0,5.0,5.0,4.86,2.06,Milano,Early Winter,1,private,"45.4533569, 9.1885594",12/15/2024
227479,4098928.0,15,9/12/2014,Superhost,1,I Centro Storico,2,1,Entire home,4,150.0,202,4.77,4.86,4.84,4.83,4.92,4.8,4.74,1.71,Roma,Early Autumn,1,private,"41.89616, 12.49983",9/15/2024
258176,50715955.0,49,10/2/2012,Host,82,Castello,3,2,Entire home,6,132.0,121,4.16,4.17,4.1,4.46,4.57,4.75,4.17,4.08,Venezia,Early Winter,2,private,"45.43315, 12.35101",12/15/2024
95349,1.07e+18,5,12/11/2018,Host,239,PORTA ROMANA,2,1,Entire home,3,73.0,5,4.2,4.6,4.8,3.8,4.6,4.6,4.0,1.32,Milano,Early Summer,1,private,"45.4484329, 9.1978249",6/15/2024
168294,8.29e+17,18,2/18/2023,Host,1,I Centro Storico,3,2,Entire home,6,205.0,18,4.44,4.61,4.67,4.72,4.39,4.72,4.28,2.22,Roma,Early Winter,2,private,"41.89751257353884, 12.501556100735897",12/15/2024
210874,48192288.0,11,9/20/2011,Superhost,29,I Centro Storico,5,3,Entire home,7,417.0,39,4.74,4.79,4.79,4.71,4.92,5.0,4.63,1.13,Roma,Early Summer,3,private,"41.899937, 12.470144",6/15/2024
238,711673.0,0,6/20/2012,Host,16,Centro Storico,1,1,Private room,3,235.0,258,4.6,4.72,4.72,4.86,4.9,4.77,4.65,1.9,Firenze,Early Winter,1,shared,"43.77604, 11.25313",12/15/2024
280082,7.82e+17,3,12/14/2022,Host,2,Castello,2,1,Entire home,4,171.0,4,4.5,4.5,4.75,5.0,5.0,5.0,4.0,0.2,Venezia,Early Autumn,1,private,"45.43108729999999, 12.3582305",9/15/2024
86185,52912684.0,0,6/28/2014,Host,4,MACIACHINI - MAGGIOLINA,1,1,Private room,2,177.0,5,5.0,5.0,5.0,5.0,5.0,4.6,5.0,0.18,Milano,Early Summer,1,private,"45.4909, 9.20201",6/15/2024
273151,8.02e+17,0,6/6/2011,Superhost,120,San Polo,3,2,Entire home,4,436.0,3,5.0,4.67,5.0,5.0,4.33,5.0,4.67,0.21,Venezia,Early Summer,2,private,"45.43626413746508, 12.331502643653511",6/15/2024
171831,9.63e+17,1,8/22/2023,Host,1,X Ostia/Acilia,1,1,Private room,2,150.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.27,Roma,Early Winter,1,private,"41.7313035, 12.2769562",12/15/2024
77043,9.74e+17,6,4/29/2012,Superhost,3,GIAMBELLINO,0,1,Entire home,4,69.0,6,5.0,4.83,4.83,5.0,4.83,4.83,5.0,0.9,Milano,Early Spring,1,private,"45.45044, 9.14906",3/15/2024
160555,41476845.0,1,12/7/2019,Host,1,XIII Aurelia,3,2,Private room,6,250.0,10,5.0,4.9,4.9,4.9,4.9,5.0,5.0,0.38,Roma,Early Winter,2,private,"41.89879, 12.45548",12/15/2024
188304,5.74e+17,80,2/12/2016,Superhost,1,I Centro Storico,4,2,Entire home,7,240.0,169,4.99,4.99,4.98,5.0,5.0,4.93,4.95,6.78,Roma,Early Spring,2,private,"41.911179, 12.455746",3/15/2024
17848,5324613.0,0,8/20/2012,Host,130,Centro Storico,2,2,Entire home,4,145.0,157,4.5,4.68,4.58,4.65,4.7,4.9,4.57,1.44,Firenze,Early Spring,1,private,"43.76657, 11.25341",3/15/2024
31738,6596305.0,22,3/29/2015,Superhost,7,Centro Storico,2,1,Entire home,2,100.0,377,4.88,4.92,4.92,4.98,4.98,4.85,4.88,3.34,Firenze,Early Autumn,1,private,"43.77404, 11.24575",9/15/2024
4671,33494856.0,3,11/4/2011,Host,16,Centro Storico,1,1,Entire home,2,63.0,58,3.93,4.31,4.05,4.81,4.67,4.81,4.17,1.01,Firenze,Early Winter,1,private,"43.77273, 11.26775",12/15/2024
150824,5275152.0,5,2/6/2015,Host,1,I Centro Storico,2,1,Entire home,4,76.0,19,4.89,4.83,5.0,4.95,5.0,4.79,4.89,0.18,Roma,Early Winter,1,private,"41.911099932202085, 12.44713866925885",12/15/2024
69536,1.02e+18,4,11/2/2023,Host,1,BANDE NERE,2,1,Entire home,4,106.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.41,Milano,Early Spring,1,private,"45.46541323403169, 9.130004481894868",3/15/2024
199579,2435037.0,22,5/18/2012,Host,55,I Centro Storico,2,1,Entire home,4,376.0,170,4.47,4.46,4.37,4.67,4.72,4.94,4.45,1.38,Roma,Early Summer,1,private,"41.8996, 12.47817",6/15/2024
60806,1.02e+18,1,1/8/2017,Host,41,DE ANGELI - MONTE ROSA,3,2,Entire home,5,83.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Milano,Early Winter,1,private,"45.48049682437561, 9.146012301262946",12/15/2024
263853,6124770.0,17,3/18/2014,Superhost,15,San Marco,3,2,Entire home,4,196.0,102,4.76,4.86,4.88,4.81,4.75,4.88,4.69,0.95,Venezia,Early Spring,1,private,"45.43367, 12.33131",3/15/2024
268544,9706549.0,47,11/29/2015,Superhost,1,Giudecca,3,2,Entire home,4,181.0,408,4.91,4.95,4.85,4.94,4.96,4.86,4.88,3.98,Venezia,Early Summer,1,private,"45.42355, 12.32688",6/15/2024
87188,6.15e+17,7,6/20/2014,Host,61,ISOLA,1,1,Entire home,2,116.0,26,4.62,4.58,4.65,4.62,4.65,4.96,4.58,1.02,Milano,Early Summer,1,private,"45.48877, 9.18853",6/15/2024
15239,6.97e+17,0,5/14/2013,Host,11,Campo di Marte,2,1,Private room,3,179.0,4,4.75,5.0,4.75,5.0,5.0,5.0,4.75,0.22,Firenze,Early Spring,1,shared,"43.78245, 11.28133",3/15/2024
232836,23959753.0,0,10/6/2015,Host,1,XII Monte Verde,2,1,Entire home,4,110.0,10,4.9,4.9,5.0,5.0,5.0,4.9,4.6,0.14,Roma,Early Autumn,1,private,"41.86939, 12.45484",9/15/2024
172635,9.93e+17,1,1/11/2023,Host,35,V Prenestino/Centocelle,2,1,Entire home,4,58.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,Roma,Early Winter,1,private,"41.8909293, 12.534565",12/15/2024
227264,3156876.0,0,3/9/2014,Host,18,XI Arvalia/Portuense,3,1,Entire home,4,65.0,99,4.41,4.54,4.28,4.7,4.74,4.32,4.37,0.8,Roma,Early Autumn,1,private,"41.86548, 12.46881",9/15/2024
50656,51348920.0,40,1/8/2018,Superhost,7,GUASTALLA,4,2,Entire home,6,219.0,40,4.88,4.9,4.78,4.98,4.98,4.95,4.85,3.69,Milano,Early Winter,2,private,"45.46285885245338, 9.206262311093324",12/15/2024
143377,50546062.0,0,12/1/2018,Host,2,Porto,5,3,Entire home,5,100.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Napoli,Early Autumn,2,private,"40.84463, 14.25769",9/15/2024
84583,43533635.0,0,10/25/2012,Host,1,PORTA ROMANA,2,1,Entire home,4,168.0,4,4.75,4.75,4.75,5.0,5.0,4.75,4.75,0.16,Milano,Early Summer,1,private,"45.447559, 9.207262",6/15/2024
257626,43335291.0,0,10/6/2017,Superhost,6,Santa Croce,2,1,Entire home,4,495.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,Venezia,Early Winter,2,private,"45.44168, 12.3312",12/15/2024
272841,6.9e+17,7,8/9/2022,Host,1,Villaggio San Marco,0,2,Entire home,6,233.0,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.92,Venezia,Early Summer,1,private,"45.48522, 12.25944",6/15/2024
138807,9.98e+17,7,2/14/2023,Superhost,2,San Lorenzo,2,1,Entire home,4,109.0,7,5.0,4.86,5.0,5.0,5.0,4.86,4.86,0.83,Napoli,Early Summer,1,private,"40.856604, 14.2629873",6/15/2024
35073,43185209.0,0,2/19/2018,Host,1,Campo di Marte,2,2,Entire home,4,80.0,9,5.0,5.0,4.89,5.0,5.0,4.89,5.0,0.56,Firenze,Early Autumn,1,private,"43.77884, 11.28965",9/15/2024
55376,8.03e+17,31,12/29/2014,Host,1,BRERA,2,1,Entire home,4,119.0,31,4.63,4.75,4.66,4.88,4.88,4.78,4.53,3.88,Milano,Early Winter,1,private,"45.480592013875146, 9.184525187693142",12/15/2024
146723,1.03e+18,27,2/8/2023,Host,2,Avvocata,2,1,Entire home,4,106.0,27,4.74,4.7,4.52,4.81,4.74,4.48,4.56,2.85,Napoli,Early Autumn,1,private,"40.85090845617076, 14.24822486937046",9/15/2024
197959,1.08e+18,6,9/19/2017,Superhost,13,XII Monte Verde,1,0,Entire home,2,113.0,6,4.67,4.5,4.67,4.83,4.67,4.5,4.67,4.86,Roma,Early Spring,1,private,"41.878597754690745, 12.46819971535333",3/15/2024
191365,7.82e+17,4,6/28/2019,Host,212,XII Monte Verde,1,1,Entire home,2,63.0,4,4.5,4.5,4.5,5.0,5.0,4.5,4.5,0.39,Roma,Early Spring,1,private,"41.8845568062364, 12.404010382209",3/15/2024
111932,9.99e+17,10,4/10/2022,Superhost,8,STADERA,1,1,Entire home,4,176.0,10,4.5,4.4,4.6,4.9,5.0,4.8,4.8,0.92,Milano,Early Autumn,1,private,"45.4372795, 9.1781153",9/15/2024
82144,23610966.0,0,12/31/2015,Host,7,WASHINGTON,2,2,Private room,1,50.0,3,5.0,4.67,5.0,5.0,5.0,4.67,4.67,0.05,Milano,Early Summer,1,private,"45.46331, 9.15421",6/15/2024
204285,18240147.0,26,4/15/2017,Superhost,1,I Centro Storico,5,3,Entire home,10,607.0,251,4.88,4.91,4.8,4.96,4.98,4.99,4.8,2.89,Roma,Early Summer,2,private,"41.89939, 12.47386",6/15/2024
155515,21378197.0,0,10/16/2017,Host,1,VI Roma delle Torri,3,2,Entire home,4,73.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Roma,Early Winter,1,private,"41.86145, 12.61248",12/15/2024
136200,6.02e+17,3,12/13/2019,Host,1,San Lorenzo,0,5,Entire home,12,341.0,16,4.94,5.0,5.0,5.0,5.0,4.06,4.63,0.6,Napoli,Early Summer,2,private,"40.85515, 14.26943",6/15/2024
192295,8.4e+17,28,11/9/2014,Host,472,I Centro Storico,2,2,Entire home,3,206.0,30,4.7,4.77,4.73,4.8,4.87,4.93,4.5,2.43,Roma,Early Spring,2,private,"41.8976654, 12.4681535",3/15/2024
183355,35380186.0,15,6/4/2019,Superhost,1,X Ostia/Acilia,2,1,Entire home,4,120.0,34,4.76,4.76,4.85,4.59,4.85,4.82,4.62,0.6,Roma,Early Spring,1,private,"41.72946, 12.2792",3/15/2024
185878,47400207.0,14,1/2/2021,Host,2,X Ostia/Acilia,2,1,Entire home,2,99.0,97,4.75,4.69,4.64,4.84,4.89,4.38,4.55,2.56,Roma,Early Spring,1,private,"41.73487, 12.28518",3/15/2024
55534,8.08e+17,2,4/12/2016,Host,2,DERGANO,1,1,Entire home,2,89.0,2,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.25,Milano,Early Winter,1,private,"45.503983271616434, 9.17646836489439",12/15/2024
69173,22527515.0,73,1/2/2018,Superhost,3,XXII MARZO,2,1,Entire home,4,92.0,317,4.98,4.99,4.99,5.0,4.98,4.88,4.94,4.32,Milano,Early Spring,1,private,"45.46238, 9.21813",3/15/2024
215399,7.3e+17,1,9/20/2016,Host,22,XIII Aurelia,3,1,Entire home,4,163.0,15,4.53,4.53,4.8,4.6,4.8,4.2,4.33,0.82,Roma,Early Summer,1,private,"41.8928663, 12.4383674",6/15/2024
251964,1.17e+18,4,5/9/2024,Host,3,VII San Giovanni/Cinecittà,2,2,Entire home,3,97.0,4,4.5,5.0,4.75,5.0,5.0,5.0,4.25,1.58,Roma,Early Autumn,1,private,"41.8793695, 12.5202046",9/15/2024
196972,1.03e+18,12,1/20/2015,Host,40,VII San Giovanni/Cinecittà,2,1,Entire home,4,111.0,12,4.67,4.67,4.67,4.75,4.75,4.83,4.75,3.43,Roma,Early Spring,1,private,"41.88459025812932, 12.515248345855428",3/15/2024
4600,32481841.0,0,2/19/2019,Host,1,Isolotto Legnaia,2,1,Entire home,4,40.0,19,5.0,5.0,5.0,5.0,5.0,4.84,5.0,0.34,Firenze,Early Winter,1,private,"43.76676, 11.23786",12/15/2024
247290,1.01e+18,20,10/19/2023,Superhost,1,II Parioli/Nomentano,2,2,Entire home,5,117.0,20,4.9,5.0,4.95,5.0,4.9,4.9,4.9,1.9,Roma,Early Autumn,1,private,"41.9093729282114, 12.502130824240732",9/15/2024
273038,7.66e+17,6,11/2/2022,Host,26,San Polo,4,3,Entire home,5,678.0,8,4.38,4.38,4.63,4.25,4.25,5.0,4.25,0.46,Venezia,Early Summer,2,private,"45.4357325940641, 12.328992783467102",6/15/2024
131679,3284824.0,0,6/10/2014,Host,1,San Ferdinando,2,1,Entire home,3,120.0,33,4.52,4.64,4.7,4.78,4.78,4.69,4.56,0.3,Napoli,Early Spring,1,private,"40.83789, 14.24563",3/15/2024
83083,32231718.0,6,12/4/2015,Superhost,3,GARIBALDI REPUBBLICA,2,1,Entire home,4,150.0,37,4.92,4.84,5.0,4.97,4.97,4.97,4.78,0.57,Milano,Early Summer,1,private,"45.48134, 9.18564",6/15/2024
45700,23121277.0,8,2/5/2018,Host,2,ADRIANO,3,2,Entire home,4,120.0,80,4.59,4.63,4.59,4.66,4.7,4.68,4.58,1.13,Milano,Early Winter,2,private,"45.51264, 9.26782",12/15/2024
62459,8.47e+17,14,11/14/2013,Host,104,BUENOS AIRES - VENEZIA,3,1,Entire home,5,116.0,14,4.43,4.43,4.43,4.43,4.36,4.57,4.14,1.2,Milano,Early Spring,2,private,"45.4803908, 9.2196304",3/15/2024
116419,1.18e+18,5,11/19/2017,Superhost,2,S. CRISTOFORO,2,1,Entire home,3,91.0,5,5.0,5.0,5.0,5.0,4.8,4.6,5.0,1.88,Milano,Early Autumn,1,private,"45.439703796220826, 9.15361866998527",9/15/2024
250881,1.14e+18,1,7/31/2015,Host,1,V Prenestino/Centocelle,1,1,Entire home,2,79.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.51,Roma,Early Autumn,1,private,"41.8855915687772, 12.541303666995312",9/15/2024
167168,7.54e+17,53,5/30/2016,Superhost,6,I Centro Storico,2,1,Entire home,4,95.0,53,4.96,4.94,4.87,4.98,4.98,4.94,4.85,4.66,Roma,Early Winter,1,private,"41.8910736, 12.4690097",12/15/2024
147608,1.13e+18,1,4/5/2024,Host,1,Soccavo,6,2,Entire home,6,123.0,1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0.28,Napoli,Early Autumn,1,private,"40.84517154681861, 14.201402680426032",9/15/2024
253072,1.21e+18,1,2/23/2017,Host,3,VII San Giovanni/Cinecittà,2,1,Entire home,3,46.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Autumn,1,private,"41.8728792, 12.5280472",9/15/2024
20683,886453.0,21,1/14/2013,Host,3,Centro Storico,9,4,Entire home,9,320.0,122,4.69,4.72,4.73,4.72,4.75,4.98,4.74,0.93,Firenze,Early Summer,2,private,"43.76944, 11.2552",6/15/2024
124930,1.04e+18,2,8/16/2014,Host,3,Avvocata,3,2,Entire home,6,164.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Napoli,Early Winter,1,private,"40.853913, 14.248148",12/15/2024
174084,1337663.0,20,7/3/2013,Host,4,XII Monte Verde,2,1,Entire home,2,68.0,42,4.4,4.64,4.55,4.43,4.86,4.31,4.36,0.71,Roma,Early Spring,1,private,"41.88248, 12.46768",3/15/2024
131105,5.98e+17,23,11/9/2017,Superhost,3,Fuorigrotta,0,1,Private room,3,50.0,34,4.88,4.88,4.97,4.94,4.94,4.68,4.74,1.45,Napoli,Early Spring,1,private,"40.82146, 14.18697",3/15/2024
18998,8.73e+17,12,6/20/2014,Superhost,1,Centro Storico,1,1,Entire home,2,393.0,12,5.0,5.0,5.0,5.0,5.0,4.92,4.92,1.16,Firenze,Early Spring,1,private,"43.7699524, 11.2514581",3/15/2024
94736,1.04e+18,10,2/25/2023,Host,2,DERGANO,2,1,Entire home,4,80.0,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.72,Milano,Early Summer,1,private,"45.504324, 9.1770309",6/15/2024
225549,1.15e+18,1,8/16/2023,Superhost,44,I Centro Storico,1,1,Private room,2,144.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,Roma,Early Summer,1,private,"41.90900517340143, 12.46379229901824",6/15/2024
84893,45778199.0,22,7/12/2017,Host,4,PADOVA,1,1,Private room,2,56.0,57,4.51,4.67,4.11,4.88,4.86,4.68,4.39,3.81,Milano,Early Summer,2,shared,"45.5028351, 9.2211007",6/15/2024
276779,20703707.0,100,6/11/2012,Host,5,Cannaregio,2,1,Entire home,3,121.0,515,4.71,4.71,4.79,4.76,4.81,4.93,4.69,8.15,Venezia,Early Autumn,1,private,"45.44149, 12.33475",9/15/2024
102048,31742564.0,22,4/23/2015,Host,3,TORTONA,1,1,Entire home,2,118.0,54,4.91,4.94,4.91,4.94,4.93,4.94,4.8,0.82,Milano,Early Autumn,1,private,"45.45398, 9.16611",9/15/2024
42883,5965152.0,0,4/10/2015,Host,3,DUOMO,2,1,Entire home,3,154.0,24,4.79,4.74,4.96,4.96,4.83,4.88,4.79,0.24,Milano,Early Winter,1,private,"45.45796, 9.18027",12/15/2024
227836,4919727.0,9,11/19/2014,Host,5,I Centro Storico,1,1,Private room,1,128.0,76,4.62,4.72,4.73,4.76,4.87,4.79,4.63,0.65,Roma,Early Autumn,1,private,"41.88877, 12.49671",9/15/2024
79124,1649780.0,29,8/30/2013,Superhost,2,S. CRISTOFORO,2,1,Entire home,4,85.0,115,4.85,4.85,4.78,4.93,4.97,4.57,4.71,2.1,Milano,Early Summer,1,private,"45.4404, 9.15926",6/15/2024
105710,5.87e+17,5,3/20/2022,Superhost,1,PORTELLO,2,1,Entire home,3,149.0,40,4.93,4.95,4.93,4.88,4.98,4.73,4.7,1.34,Milano,Early Autumn,1,private,"45.488178, 9.154934",9/15/2024
132783,9937229.0,0,12/11/2015,Host,2,San Giuseppe,2,1,Private room,3,66.0,9,4.89,5.0,5.0,4.67,4.56,4.56,4.89,0.09,Napoli,Early Summer,2,private,"40.84896, 14.24977",6/15/2024
118378,20946108.0,67,11/28/2018,Host,4,San Giuseppe,2,1,Entire home,4,35.0,303,4.77,4.81,4.8,4.84,4.86,4.97,4.83,4.22,Napoli,Early Winter,1,private,"40.84781, 14.2513",12/15/2024
266707,9.67e+17,6,9/13/2022,Host,33,Marghera,3,2,Entire home,5,75.0,6,4.17,4.33,4.67,4.67,4.5,4.17,4.33,0.98,Venezia,Early Spring,1,private,"45.47893825576492, 12.219722476306048",3/15/2024
211961,51937543.0,1,6/15/2014,Host,5,VII San Giovanni/Cinecittà,6,3,Entire home,10,520.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18,Roma,Early Summer,4,private,"41.88263, 12.49991",6/15/2024
